symbol,met_count,fin_met_count,total_met_count,rs_score
TGI,8,0.0,8.0,89.78
NG,8,0.0,8.0,89.77
AVPT,8,0.0,8.0,89.72
WPM,8,0.0,8.0,89.55
GENI,8,0.0,8.0,89.47
AEM,8,0.0,8.0,89.43
ULTA,8,0.0,8.0,89.38
CCLDO,8,0.0,8.0,89.34
HEI,8,0.0,8.0,89.33
USFD,8,0.0,8.0,89.2
BHST,8,0.0,8.0,89.17
BK,8,0.0,8.0,89.14
AZZ,8,0.0,8.0,89.06
GS,8,0.0,8.0,89.05
DERM,8,0.0,8.0,89.02
WNS,8,0.0,8.0,88.93
GTES,8,0.0,8.0,88.9
PHAR,8,0.0,8.0,88.61
CYBR,8,0.0,8.0,88.59
MRCY,8,0.0,8.0,88.58
ING,8,0.0,8.0,88.53
AIP,8,0.0,8.0,88.51
LYG,8,0.0,8.0,88.49
MNMD,8,0.0,8.0,88.45
BYFC,8,0.0,8.0,88.32
NEM,8,0.0,8.0,88.25
MCRI,8,0.0,8.0,88.21
BWFG,8,0.0,8.0,88.12
PINS,8,0.0,8.0,88.09
SCHW,8,0.0,8.0,88.06
SPNT,8,0.0,8.0,88.02
CLFD,8,0.0,8.0,87.9
ITRN,8,0.0,8.0,87.86
FFIV,8,0.0,8.0,87.83
NWG,8,0.0,8.0,87.73
NVNO,8,0.0,8.0,87.72
NDAQ,8,0.0,8.0,87.56
OPY,8,0.0,8.0,87.52
AIRT,8,0.0,8.0,87.49
GL,8,0.0,8.0,87.48
FHI,8,0.0,8.0,87.38
TDS,8,0.0,8.0,87.27
TENX,8,0.0,8.0,87.21
NFG,8,0.0,8.0,87.08
MSFT,8,0.0,8.0,86.93
DAIO,8,0.0,8.0,86.82
JBTM,8,0.0,8.0,86.72
BAP,8,0.0,8.0,86.7
MGYR,8,0.0,8.0,86.64
COMP,8,0.0,8.0,86.56
UGI,8,0.0,8.0,86.55
PRLB,8,0.0,8.0,86.47
GSL,8,0.0,8.0,86.46
MFG,8,0.0,8.0,86.45
TGS,8,0.0,8.0,86.34
CSGP,8,0.0,8.0,86.11
PAC,8,0.0,8.0,85.91
HNNA,8,0.0,8.0,85.86
JPM,8,0.0,8.0,85.81
BN,8,0.0,8.0,85.74
EM,8,0.0,8.0,85.72
MSB,8,0.0,8.0,85.7
BNT,8,0.0,8.0,85.66
CBRE,8,0.0,8.0,85.49
BVN,8,0.0,8.0,85.46
RLX,8,0.0,8.0,85.44
RNW,8,0.0,8.0,85.43
ETR,8,0.0,8.0,85.36
TR,8,0.0,8.0,85.16
CALM,8,0.0,8.0,85.06
