symbol,company_name,ipo_date,filing_date,price_range,shares_offered,exchange,type,source,form_type,cik,accession_number,file_description,business_address,sic_code,fiscal_year_end
IBATF,INTERNATIONAL BATTERY METALS LTD.  (IBATF)  (CIK 0001786318),2025-07-30,2025-07-30,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001786318,,S-1/A,N/A,,
WYFI,"WhiteFiber, Inc.  (WYFI)  (CIK 0002042022)",2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002042022,,REGISTRATION STATEMENT,N/A,,
QUBT,Quantum Computing Inc.  (QUBT)  (CIK 0001758009),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001758009,,REGISTRATION STATEMENT,N/A,,
QDMI,QDM International Inc.  (QDMI)  (CIK 0001094032),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001094032,,REGISTRATION STATEMENT,N/A,,
BZAI,"Blaize Holdings, Inc.  (BZAI, BZAIW)  (CIK 0001871638)",2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001871638,,S-1/A,N/A,,
LION,Lionsgate Studios Corp.  (LION)  (CIK 0002052959),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002052959,,S-1/A,N/A,,
SOPA,SOCIETY PASS INCORPORATED.  (SOPA)  (CIK 0001817511),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001817511,,REGISTRATION STATEMENT,N/A,,
NTRP,"NextTrip, Inc.  (NTRP)  (CIK 0000788611)",2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0000788611,,S-1/A,N/A,,
EVOH,EvoAir Holdings Inc.  (EVOH)  (CIK 0001700844),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001700844,,S-1/A,N/A,,
N/A,GSR IV Acquisition Corp.  (CIK 0002072404),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002072404,,REGISTRATION STATEMENT,N/A,,
N/A,Nomadar Corp.  (CIK 0001994214),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001994214,,S-1/A,N/A,,
NUKK,"Nukkleus Inc.  (NUKK, NUKKW)  (CIK 0001787518)",2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001787518,,AMENDMENT NO. 4 TO FORM S-1,N/A,,
N/A,Synera Studio Inc  (CIK 0002076167),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002076167,,FORM S-1,N/A,,
PPCB,"Propanc Biopharma, Inc.  (PPCB)  (CIK 0001517681)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001517681,,S-1/A,N/A,,
N/A,"ADAPTIN BIO, INC.  (CIK 0001938571)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001938571,,AMENDMENT NO. 2 TO FORM S-1,N/A,,
FLD,"Fold Holdings, Inc.  (FLD, FLDDW)  (CIK 0001889123)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001889123,,REGISTRATION STATEMENT,N/A,,
KPLT,"Katapult Holdings, Inc.  (KPLT, KPLTW)  (CIK 0001785424)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001785424,,FORM S-1,N/A,,
LIMN,"Liminatus Pharma, Inc.  (LIMN, LIMNW)  (CIK 0001971387)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001971387,,S-1/A,N/A,,
N/A,Radiant Strategies Corp  (CIK 0002056016),2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002056016,,S-1/A,N/A,,
FIG,"Figma, Inc.  (FIG)  (CIK 0001579878)",2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001579878,,S-1/A,N/A,,
FLY,Firefly Aerospace Inc.  (FLY)  (CIK 0001860160),2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001860160,,S-1/A,N/A,,
CHEC,Chenghe Acquisition III Co.  (CHEC)  (CIK 0002047177),2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002047177,,REGISTRATION STATEMENT,N/A,,
N/A,OFF THE HOOK YS INC.  (CIK 0002067767),2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002067767,,S-1/A,N/A,,
SGBX,SAFE & GREEN HOLDINGS CORP.  (SGBX)  (CIK 0001023994),2025-07-28,2025-07-28,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001023994,,REGISTRATION STATEMENT,N/A,,
N/A,Somitos Corp.  (CIK 0002074643),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002074643,,AMENDMENT TO FORM S-1,N/A,,
NVFY,"Nova Lifestyle, Inc.  (NVFY)  (CIK 0001473334)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001473334,,S-1/A,N/A,,
N/A,Caedryn Acquisition Corp I  (CIK 0002072033),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002072033,,S-1,N/A,,
N/A,Essence Array Inc  (CIK 0002064765),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002064765,,FORM S-1/A,N/A,,
MKLY,McKinley Acquisition Corp  (MKLY)  (CIK 0002067592),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002067592,,REGISTRATION STATEMENT,N/A,,
HTCR,"HeartCore Enterprises, Inc.  (HTCR)  (CIK 0001892322)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001892322,,S-1,N/A,,
TIVC,"Tivic Health Systems, Inc.  (TIVC)  (CIK 0001787740)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001787740,,AMENDMENT #1 TO FORM S-1,N/A,,
BMOK,BM Acquisition Corp.  (BMOK)  (CIK 0002071607),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002071607,,S-1/A,N/A,,
CING,"Cingulate Inc.  (CING, CINGW)  (CIK 0001862150)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001862150,,S-1/A,N/A,,
APVO,Aptevo Therapeutics Inc.  (APVO)  (CIK 0001671584),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001671584,,S-1,N/A,,
ACTU,"ACTUATE THERAPEUTICS, INC.  (ACTU)  (CIK 0001652935)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001652935,,REGISTRATION STATEMENT,N/A,,
NDRA,ENDRA Life Sciences Inc.  (NDRA)  (CIK 0001681682),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001681682,,FORM S-1/A,N/A,,
ZSPC,"zSpace, Inc.  (ZSPC)  (CIK 0001637147)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001637147,,S-1,N/A,,
SI,"SHOULDER INNOVATIONS, INC.  (SI)  (CIK 0001699350)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001699350,,S-1/A,N/A,,
NUTR,NUSATRIP Inc  (NUTR)  (CIK 0002006468),2025-07-24,2025-07-24,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002006468,,S-1/A,N/A,,
WGRX,"Wellgistics Health, Inc.  (WGRX)  (CIK 0002030763)",2025-07-24,2025-07-24,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002030763,,S-1,N/A,,
VERO,Venus Concept Inc.  (VERO)  (CIK 0001409269),2025-07-24,2025-07-24,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001409269,,S-1/A,N/A,,
N/A,Highview Merger Corp.  (CIK 0002070602),2025-07-24,2025-07-24,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002070602,,FORM S-1,N/A,,
ADVB,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001941029,,REGISTRATION STATEMENT,N/A,,
N/A,Westin Acquisition Corp  (CIK 0002076192),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002076192,,REGISTRATION STATEMENT,N/A,,
N/A,"WhiteFiber, Inc.  (CIK 0002042022)",2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002042022,,AMENDMENT NO. 1 TO FORM S-1,N/A,,
ATHR,"Aether Holdings, Inc.  (ATHR)  (CIK 0002026353)",2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002026353,,S-1/A,N/A,,
VEEA,"VEEA INC.  (VEEA, VEEAW)  (CIK 0001840317)",2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001840317,,REGISTRATION STATEMENT,N/A,,
GBUX,"GIVBUX, INC.  (GBUX)  (CIK 0001169138)",2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001169138,,S-1/A,N/A,,
VBIX,Viewbix Inc.  (VBIX)  (CIK 0000797542),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0000797542,,S-1,N/A,,
N/A,D. Boral ARC Acquisition I Corp.  (CIK 0002065779),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002065779,,S-1/A,N/A,,
JETBF,"Global Crossing Airlines Group Inc.  (JETBF, JETMF)  (CIK 0001846084)",2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001846084,,S-1/A,N/A,,
BIVI,BIOVIE INC.  (BIVI)  (CIK 0001580149),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001580149,,FORM S-1 AMENDMENT NO. 2,N/A,,
N/A,21Shares Dogecoin ETF  (CIK 0002064314),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002064314,,AMENDMENT NO. 2 TO FORM S-1,N/A,,
N/A,21Shares Ondo Trust  (CIK 0002061627),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002061627,,REGISTRATION STATEMENT,N/A,,
NIQ,NIQ Global Intelligence plc  (NIQ)  (CIK 0002054696),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002054696,,S-1/A,N/A,,
LYRA,"Lyra Therapeutics, Inc.  (LYRA)  (CIK 0001327273)",2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001327273,,S-1,N/A,,
AIM,"AIM ImmunoTech Inc.  (AIM, AIMI)  (CIK 0000946644)",2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0000946644,,S-1/A,N/A,,
N/A,Invest Green Acquisition Corp  (CIK 0002075068),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002075068,,REGISTRATION STATEMENT,N/A,,
LBSR,LIBERTY STAR URANIUM & METALS CORP.  (LBSR)  (CIK 0001172178),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001172178,,S-1/A,N/A,,
MH,"McGraw Hill, Inc.  (MH)  (CIK 0001951070)",2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001951070,,S-1/A,N/A,,
CERO,"CERO THERAPEUTICS HOLDINGS, INC.  (CERO, CEROW)  (CIK 0001870404)",2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001870404,,REGISTRATION STATEMENT,N/A,,
N/A,Collab Z Inc.  (CIK 0002050338),2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1,0002050338,,REGISTRATION STATEMENT,N/A,,
AMBQ,"Ambiq Micro, Inc.  (AMBQ)  (CIK 0001500412)",2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1,0001500412,,S-1/A,N/A,,
N/A,SUN  (CIK 0002070845),2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002070845,,AMENDMENT NO 2,N/A,,
N/A,"Figma, Inc.  (CIK 0001579878)",2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001579878,,S-1/A,N/A,,
N/A,Curanex Pharmaceuticals Inc  (CIK 0002025942),2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002025942,,S-1/A,N/A,,
SCND,SCIENTIFIC INDUSTRIES INC  (SCND)  (CIK 0000087802),2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0000087802,,S-1/A,N/A,,
ZVSA,"ZyVersa Therapeutics, Inc.  (ZVSA)  (CIK 0001859007)",2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001859007,,S-1/A,N/A,,
TRUG,"TruGolf Holdings, Inc.  (TRUG)  (CIK 0001857086)",2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001857086,,S-1/A,N/A,,
TYFG,"Tri-County Financial Group, Inc.  (TYFG)  (CIK 0001725262)",2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001725262,,S-1/A,N/A,,
TMGX,Thoughtful Media Group Inc.  (TMGX)  (CIK 0001991879),2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001991879,,S-1/A,N/A,,
ARX,Accelerant Holdings  (ARX)  (CIK 0001997350),2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001997350,,S-1/A,N/A,,
N/A,BRB Foods Inc.  (CIK 0001976870),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001976870,,REGISTRATION STATEMENT,N/A,,
N/A,Alphega Innovations Corp  (CIK 0002038564),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002038564,,REGISTRATION STATEMENT,N/A,,
TMRD,Timber Road Acquisition Corp  (TMRD)  (CIK 0002059729),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002059729,,REGISTRATION STATEMENT,N/A,,
N/A,FG Merger III Corp.  (CIK 0001997389),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001997389,,S-1/A,N/A,,
N/A,Yellowstone Group Ltd.  (CIK 0002071489),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002071489,,S-1/A,N/A,,
BURU,"Nuburu, Inc.  (BURU, BURUW)  (CIK 0001814215)",2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001814215,,S-1/A,N/A,,
TGEN,TECOGEN INC.  (TGEN)  (CIK 0001537435),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001537435,,S-1/A,N/A,,
CRAC,Crown Reserve Acquisition Corp. I  (CRAC)  (CIK 0002070887),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002070887,,REGISTRATION STATEMENT,N/A,,
MSMU,MSM FRONTIER CAPITAL ACQUISITION CORP.  (MSMU)  (CIK 0002061918),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002061918,,REGISTRATION STATEMENT,N/A,,
AIRE,reAlpha Tech Corp.  (AIRE)  (CIK 0001859199),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001859199,,AMENDMENT NO. 2 TO FORM S-1,N/A,,
GVSE,Gameverse Interactive Corp  (GVSE)  (CIK 0002017541),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0002017541,,S-1/A,N/A,,
N/A,"Bally's Chicago, Inc.  (CIK 0001935799)",2025-07-15,2025-07-15,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001935799,,S-1/A,N/A,,
ARAI,Arrive AI Inc.  (ARAI)  (CIK 0001818274),2025-07-15,2025-07-15,N/A,N/A,N/A,IPO,sec_edgar,S-1/A,0001818274,,S-1/A,N/A,,
WBUY,WEBUY GLOBAL LTD  (WBUY)  (CIK 0001946703),2025-07-31,2025-07-31,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001946703,,PROSPECTUS,N/A,,
YMAT,"J-Star Holding Co., Ltd.  (YMAT)  (CIK 0001875016)",2025-07-31,2025-07-31,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001875016,,424B4,N/A,,
APAD,AParadise Acquisition Corp.  (APAD)  (CIK 0001956439),2025-07-30,2025-07-30,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001956439,,PROSPECTUS,N/A,,
CANF,Can-Fite BioPharma Ltd.  (CANF)  (CIK 0001536196),2025-07-29,2025-07-29,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001536196,,PROSPECTUS,N/A,,
LHAI,Linkhome Holdings Inc.  (LHAI)  (CIK 0002017758),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002017758,,PROSPECTUS,N/A,,
ISPC,iSpecimen Inc.  (ISPC)  (CIK 0001558569),2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001558569,,PROSPECTUS,N/A,,
DFSC,"DEFSEC Technologies Inc.  (DFSC, DFSCW)  (CIK 0001889823)",2025-07-25,2025-07-25,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001889823,,FORM 424B4,N/A,,
CARL,"CARLSMED, INC.  (CARL)  (CIK 0001794546)",2025-07-24,2025-07-24,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001794546,,424B4,N/A,,
ORIS,ORIENTAL RISE HOLDINGS Ltd  (ORIS)  (CIK 0001964664),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001964664,,PROSPECTUS,N/A,,
CRE,Cre8 Enterprise Ltd  (CRE)  (CIK 0002003977),2025-07-23,2025-07-23,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002003977,,PROSPECTUS,N/A,,
OP,OceanPal Inc.  (OP)  (CIK 0001869467),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001869467,,,N/A,,
TDIC,Dreamland Ltd  (TDIC)  (CIK 0002041338),2025-07-22,2025-07-22,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002041338,,424B4,N/A,,
MJID,Majestic Ideal Holdings Ltd  (MJID)  (CIK 0001897532),2025-07-21,2025-07-21,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001897532,,PROSPECTUS,N/A,,
LAWR,"Robot Consulting Co., Ltd.  (LAWR)  (CIK 0002007599)",2025-07-18,2025-07-18,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002007599,,424B4,N/A,,
CTOR,"CITIUS ONCOLOGY, INC.  (CTOR)  (CIK 0001851484)",2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001851484,,PROSPECTUS,N/A,,
PAII,Pyrophyte Acquisition Corp. II  (PAII)  (CIK 0002069238),2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002069238,,PROSPECTUS,N/A,,
SLNH,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,424B4,0000064463,,424B4,N/A,,
STKH,"Steakholder Foods Ltd.  (STKH, MTTCF)  (CIK 0001828098)",2025-07-17,2025-07-17,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001828098,,PROSPECTUS,N/A,,
BCTX,"BriaCell Therapeutics Corp.  (BCTX, BCTXW, BCTXZ)  (CIK 0001610820)",2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001610820,,424B4,N/A,,
MGRT,Mega Fortune Co Ltd  (MGRT)  (CIK 0002033377),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002033377,,PROSPECTUS,N/A,,
SOCA,Solarius Capital Acquisition Corp.  (SOCA)  (CIK 0002065948),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002065948,,FORM 424B4,N/A,,
KMRK,K-TECH SOLUTIONS CO LTD  (KMRK)  (CIK 0002049187),2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002049187,,PROSPECTUS,N/A,,
SXTP,"60 DEGREES PHARMACEUTICALS, INC.  (SXTP, SXTPW)  (CIK 0001946563)",2025-07-16,2025-07-16,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001946563,,PROSPECTUS,N/A,,
NVA,"Nova Minerals Ltd  (NVA, NVAAF, NVAWW)  (CIK 0001852551)",2025-07-15,2025-07-15,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001852551,,424B4,N/A,,
N/A,Silver Pegasus Acquisition Corp.  (CIK 0002028735),2025-07-15,2025-07-15,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002028735,,PROSPECTUS,N/A,,
BMHL,Bluemount Holdings Ltd  (BMHL)  (CIK 0002027815),2025-07-11,2025-07-11,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002027815,,,N/A,,
HLXB,Helix Acquisition Corp. II  (HLXB)  (CIK 0001869105),2025-07-10,2025-07-10,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001869105,,PROSPECTUS,N/A,,
ANPA,Rich Sparkle Holdings Ltd  (ANPA)  (CIK 0002031688),2025-07-09,2025-07-09,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002031688,,PROSPECTUS,N/A,,
DLXY,Delixy Holdings Ltd  (DLXY)  (CIK 0002025218),2025-07-09,2025-07-09,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002025218,,PROSPECTUS,N/A,,
GTER,Globa Terra Acquisition Corp  (GTER)  (CIK 0002043766),2025-07-09,2025-07-09,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002043766,,424B4,N/A,,
TLIH,Ten-League International Holdings Ltd  (TLIH)  (CIK 0001982012),2025-07-08,2025-07-08,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001982012,,424B4,N/A,,
MSGY,Masonglory Ltd  (MSGY)  (CIK 0002020228),2025-07-08,2025-07-08,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002020228,,PROSPECTUS,N/A,,
MAMK,MaxsMaking Inc.  (MAMK)  (CIK 0002008007),2025-07-08,2025-07-08,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002008007,,PROSPECTUS,N/A,,
NTRB,"NutriBand Inc.  (NTRB, NTRBW)  (CIK 0001676047)",2025-07-08,2025-07-08,N/A,N/A,N/A,IPO,sec_edgar,424B4,0001676047,,PROSPECTUS,N/A,,
STFS,Star Fashion Culture Holdings Ltd  (STFS)  (CIK 0002003061),2025-07-07,2025-07-07,N/A,N/A,N/A,IPO,sec_edgar,424B4,0002003061,,PROSPECTUS,N/A,,
