doc_path,family,module,code_paths,tests,algorithm_fidelity_lens,high_end_reference,raw_sources
docs/runtime/pipeline-and-collection/ohlcv-and-metadata-collection/ohlcv-and-metadata-collection-design.md,pipeline-and-collection,ohlcv-and-metadata-collection,data_collector.py; data_collectors/kr_ohlcv_collector.py; data_collectors/stock_metadata_collector.py; data_collectors/symbol_universe.py,tests/test_kr_ohlcv_collector.py; tests/test_stock_metadata_collector.py; tests/test_data_collector_symbol_universe.py; tests/test_data_collector_rate_limit.py,Medium-high fidelity; provider semantics still include heuristics.,Stronger lineage and typed provider status.,
docs/runtime/pipeline-and-collection/ohlcv-and-metadata-collection/ohlcv-and-metadata-collection-technical-specification.md,pipeline-and-collection,ohlcv-and-metadata-collection,data_collector.py; data_collectors/kr_ohlcv_collector.py; data_collectors/stock_metadata_collector.py; data_collectors/symbol_universe.py,tests/test_kr_ohlcv_collector.py; tests/test_stock_metadata_collector.py; tests/test_data_collector_symbol_universe.py; tests/test_data_collector_rate_limit.py,Medium-high fidelity; provider semantics still include heuristics.,Stronger lineage and typed provider status.,
docs/runtime/pipeline-and-collection/ohlcv-and-metadata-collection/ohlcv-and-metadata-collection-runtime-spec.md,pipeline-and-collection,ohlcv-and-metadata-collection,data_collector.py; data_collectors/kr_ohlcv_collector.py; data_collectors/stock_metadata_collector.py; data_collectors/symbol_universe.py,tests/test_kr_ohlcv_collector.py; tests/test_stock_metadata_collector.py; tests/test_data_collector_symbol_universe.py; tests/test_data_collector_rate_limit.py,Medium-high fidelity; provider semantics still include heuristics.,Stronger lineage and typed provider status.,
docs/runtime/pipeline-and-collection/ohlcv-and-metadata-collection/ohlcv-and-metadata-collection-erd.md,pipeline-and-collection,ohlcv-and-metadata-collection,data_collector.py; data_collectors/kr_ohlcv_collector.py; data_collectors/stock_metadata_collector.py; data_collectors/symbol_universe.py,tests/test_kr_ohlcv_collector.py; tests/test_stock_metadata_collector.py; tests/test_data_collector_symbol_universe.py; tests/test_data_collector_rate_limit.py,Medium-high fidelity; provider semantics still include heuristics.,Stronger lineage and typed provider status.,
docs/runtime/pipeline-and-collection/ohlcv-normalization-and-storage/ohlcv-normalization-and-storage-prd.md,pipeline-and-collection,ohlcv-normalization-and-storage,utils/market_data_contract.py; utils/market_runtime.py; utils/symbol_normalization.py,tests/test_market_data_contract.py; tests/test_market_runtime.py; tests/test_symbol_normalization.py,High fidelity for the live storage contract.,Explicit schema/version manifest instead of convention-only CSV rules.,
docs/runtime/pipeline-and-collection/ohlcv-normalization-and-storage/ohlcv-normalization-and-storage-design.md,pipeline-and-collection,ohlcv-normalization-and-storage,utils/market_data_contract.py; utils/market_runtime.py; utils/symbol_normalization.py,tests/test_market_data_contract.py; tests/test_market_runtime.py; tests/test_symbol_normalization.py,High fidelity for the live storage contract.,Explicit schema/version manifest instead of convention-only CSV rules.,
docs/runtime/pipeline-and-collection/ohlcv-normalization-and-storage/ohlcv-normalization-and-storage-technical-specification.md,pipeline-and-collection,ohlcv-normalization-and-storage,utils/market_data_contract.py; utils/market_runtime.py; utils/symbol_normalization.py,tests/test_market_data_contract.py; tests/test_market_runtime.py; tests/test_symbol_normalization.py,High fidelity for the live storage contract.,Explicit schema/version manifest instead of convention-only CSV rules.,
docs/runtime/pipeline-and-collection/ohlcv-normalization-and-storage/ohlcv-normalization-and-storage-runtime-spec.md,pipeline-and-collection,ohlcv-normalization-and-storage,utils/market_data_contract.py; utils/market_runtime.py; utils/symbol_normalization.py,tests/test_market_data_contract.py; tests/test_market_runtime.py; tests/test_symbol_normalization.py,High fidelity for the live storage contract.,Explicit schema/version manifest instead of convention-only CSV rules.,
docs/runtime/pipeline-and-collection/ohlcv-normalization-and-storage/ohlcv-normalization-and-storage-erd.md,pipeline-and-collection,ohlcv-normalization-and-storage,utils/market_data_contract.py; utils/market_runtime.py; utils/symbol_normalization.py,tests/test_market_data_contract.py; tests/test_market_runtime.py; tests/test_symbol_normalization.py,High fidelity for the live storage contract.,Explicit schema/version manifest instead of convention-only CSV rules.,
docs/runtime/market-intel-core-compatibility/market-intel-core-compatibility-subsystem-prd.md,market-intel-core-compatibility,,screeners/leader_core_bridge.py; screeners/signals/source_registry.py; screeners/source_contracts.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,No manifest-style version handshake yet.; Downstream local heuristics still coexist with canonical upstream truth.,"Higher-end target: typed manifests, compatibility warnings, provenance for partial overlays.",docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/market-intel-core-compatibility-subsystem-system-design.md,market-intel-core-compatibility,,screeners/leader_core_bridge.py; screeners/signals/source_registry.py; screeners/source_contracts.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,No manifest-style version handshake yet.; Downstream local heuristics still coexist with canonical upstream truth.,"Higher-end target: typed manifests, compatibility warnings, provenance for partial overlays.",docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/market-intel-core-compatibility-runtime-audit.md,market-intel-core-compatibility,,screeners/leader_core_bridge.py; screeners/signals/source_registry.py; screeners/source_contracts.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,No manifest-style version handshake yet.; Downstream local heuristics still coexist with canonical upstream truth.,"Higher-end target: typed manifests, compatibility warnings, provenance for partial overlays.",docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/market-intel-core-compatibility-runtime-status.md,market-intel-core-compatibility,,screeners/leader_core_bridge.py; screeners/signals/source_registry.py; screeners/source_contracts.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,No manifest-style version handshake yet.; Downstream local heuristics still coexist with canonical upstream truth.,"Higher-end target: typed manifests, compatibility warnings, provenance for partial overlays.",docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/leader-core-consume-seam/leader-core-consume-seam-prd.md,market-intel-core-compatibility,leader-core-consume-seam,screeners/leader_core_bridge.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_leader_lagging_screener.py; tests/test_weinstein_stage2_screener.py,High fidelity; the seam is narrow and strict.,Typed manifest plus broader provenance bundle.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/leader-core-consume-seam/leader-core-consume-seam-design.md,market-intel-core-compatibility,leader-core-consume-seam,screeners/leader_core_bridge.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_leader_lagging_screener.py; tests/test_weinstein_stage2_screener.py,High fidelity; the seam is narrow and strict.,Typed manifest plus broader provenance bundle.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/leader-core-consume-seam/leader-core-consume-seam-technical-specification.md,market-intel-core-compatibility,leader-core-consume-seam,screeners/leader_core_bridge.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_leader_lagging_screener.py; tests/test_weinstein_stage2_screener.py,High fidelity; the seam is narrow and strict.,Typed manifest plus broader provenance bundle.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/leader-core-consume-seam/leader-core-consume-seam-runtime-spec.md,market-intel-core-compatibility,leader-core-consume-seam,screeners/leader_core_bridge.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_leader_lagging_screener.py; tests/test_weinstein_stage2_screener.py,High fidelity; the seam is narrow and strict.,Typed manifest plus broader provenance bundle.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/leader-core-consume-seam/leader-core-consume-seam-erd.md,market-intel-core-compatibility,leader-core-consume-seam,screeners/leader_core_bridge.py; utils/market_runtime.py,tests/test_market_intel_bridge.py; tests/test_leader_lagging_screener.py; tests/test_weinstein_stage2_screener.py,High fidelity; the seam is narrow and strict.,Typed manifest plus broader provenance bundle.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/source-registry-and-compat-inputs/source-registry-and-compat-inputs-prd.md,market-intel-core-compatibility,source-registry-and-compat-inputs,screeners/signals/source_registry.py; screeners/source_contracts.py; screeners/augment/pipeline.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,"Medium-high fidelity; merge rules are explicit, style bonuses remain heuristic.",Clearer contract versioning and less downstream duplication.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/source-registry-and-compat-inputs/source-registry-and-compat-inputs-design.md,market-intel-core-compatibility,source-registry-and-compat-inputs,screeners/signals/source_registry.py; screeners/source_contracts.py; screeners/augment/pipeline.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,"Medium-high fidelity; merge rules are explicit, style bonuses remain heuristic.",Clearer contract versioning and less downstream duplication.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/source-registry-and-compat-inputs/source-registry-and-compat-inputs-technical-specification.md,market-intel-core-compatibility,source-registry-and-compat-inputs,screeners/signals/source_registry.py; screeners/source_contracts.py; screeners/augment/pipeline.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,"Medium-high fidelity; merge rules are explicit, style bonuses remain heuristic.",Clearer contract versioning and less downstream duplication.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/source-registry-and-compat-inputs/source-registry-and-compat-inputs-runtime-spec.md,market-intel-core-compatibility,source-registry-and-compat-inputs,screeners/signals/source_registry.py; screeners/source_contracts.py; screeners/augment/pipeline.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,"Medium-high fidelity; merge rules are explicit, style bonuses remain heuristic.",Clearer contract versioning and less downstream duplication.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/runtime/market-intel-core-compatibility/source-registry-and-compat-inputs/source-registry-and-compat-inputs-erd.md,market-intel-core-compatibility,source-registry-and-compat-inputs,screeners/signals/source_registry.py; screeners/source_contracts.py; screeners/augment/pipeline.py,tests/test_market_intel_bridge.py; tests/test_signals_package.py; tests/test_screening_augment.py; tests/test_signal_engine_restoration.py,"Medium-high fidelity; merge rules are explicit, style bonuses remain heuristic.",Clearer contract versioning and less downstream duplication.,docs/audits/2026-04-02-cross-repo-intent-overlap-audit.md
docs/engines/markminervini/markminervini-subsystem-prd.md,markminervini,,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/data_fetching.py; screeners/markminervini/integrated_screener.py; screeners/markminervini/ticker_tracker.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py; tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,Pattern and financial evidence remain heuristic/cache-backed.; Legacy PRDs describe higher-end semantics beyond current code.,"Higher-end target: clearer pattern grammar, richer evidence provenance, explicit calibration status.",docs/archive/raw-sources/PRD/VCP & cup and handle/; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/markminervini-subsystem-system-design.md,markminervini,,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/data_fetching.py; screeners/markminervini/integrated_screener.py; screeners/markminervini/ticker_tracker.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py; tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,Pattern and financial evidence remain heuristic/cache-backed.; Legacy PRDs describe higher-end semantics beyond current code.,"Higher-end target: clearer pattern grammar, richer evidence provenance, explicit calibration status.",docs/archive/raw-sources/PRD/VCP & cup and handle/; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/markminervini-runtime-audit.md,markminervini,,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/data_fetching.py; screeners/markminervini/integrated_screener.py; screeners/markminervini/ticker_tracker.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py; tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,Pattern and financial evidence remain heuristic/cache-backed.; Legacy PRDs describe higher-end semantics beyond current code.,"Higher-end target: clearer pattern grammar, richer evidence provenance, explicit calibration status.",docs/archive/raw-sources/PRD/VCP & cup and handle/; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/markminervini-runtime-status.md,markminervini,,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/data_fetching.py; screeners/markminervini/integrated_screener.py; screeners/markminervini/ticker_tracker.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py; tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,Pattern and financial evidence remain heuristic/cache-backed.; Legacy PRDs describe higher-end semantics beyond current code.,"Higher-end target: clearer pattern grammar, richer evidence provenance, explicit calibration status.",docs/archive/raw-sources/PRD/VCP & cup and handle/; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/technical-and-pattern-screening/technical-and-pattern-screening-prd.md,markminervini,technical-and-pattern-screening,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py,Medium-high fidelity for live code; strategy notes are higher-end reference only.,Clearer pattern grammar with stronger explainability and state lineage.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/technical-and-pattern-screening/technical-and-pattern-screening-design.md,markminervini,technical-and-pattern-screening,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py,Medium-high fidelity for live code; strategy notes are higher-end reference only.,Clearer pattern grammar with stronger explainability and state lineage.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/technical-and-pattern-screening/technical-and-pattern-screening-technical-specification.md,markminervini,technical-and-pattern-screening,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py,Medium-high fidelity for live code; strategy notes are higher-end reference only.,Clearer pattern grammar with stronger explainability and state lineage.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/technical-and-pattern-screening/technical-and-pattern-screening-runtime-spec.md,markminervini,technical-and-pattern-screening,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py,Medium-high fidelity for live code; strategy notes are higher-end reference only.,Clearer pattern grammar with stronger explainability and state lineage.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/technical-and-pattern-screening/technical-and-pattern-screening-erd.md,markminervini,technical-and-pattern-screening,screeners/markminervini/screener.py; screeners/markminervini/enhanced_pattern_analyzer.py,tests/test_markminervini_screener.py; tests/test_markminervini_pattern_analyzer.py,Medium-high fidelity for live code; strategy notes are higher-end reference only.,Clearer pattern grammar with stronger explainability and state lineage.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md; docs/archive/raw-sources/screeners/markminervini/pattern.md
docs/engines/markminervini/financial-and-integrated-screening/financial-and-integrated-screening-prd.md,markminervini,financial-and-integrated-screening,screeners/markminervini/data_fetching.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/integrated_screener.py,tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,"Medium fidelity; real and test-backed, but not fully calibrated.",Explicit calibration lineage and cleaner separation of raw metrics vs derived rank semantics.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md
docs/engines/markminervini/financial-and-integrated-screening/financial-and-integrated-screening-design.md,markminervini,financial-and-integrated-screening,screeners/markminervini/data_fetching.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/integrated_screener.py,tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,"Medium fidelity; real and test-backed, but not fully calibrated.",Explicit calibration lineage and cleaner separation of raw metrics vs derived rank semantics.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md
docs/engines/markminervini/financial-and-integrated-screening/financial-and-integrated-screening-technical-specification.md,markminervini,financial-and-integrated-screening,screeners/markminervini/data_fetching.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/integrated_screener.py,tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,"Medium fidelity; real and test-backed, but not fully calibrated.",Explicit calibration lineage and cleaner separation of raw metrics vs derived rank semantics.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md
docs/engines/markminervini/financial-and-integrated-screening/financial-and-integrated-screening-runtime-spec.md,markminervini,financial-and-integrated-screening,screeners/markminervini/data_fetching.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/integrated_screener.py,tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,"Medium fidelity; real and test-backed, but not fully calibrated.",Explicit calibration lineage and cleaner separation of raw metrics vs derived rank semantics.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md
docs/engines/markminervini/financial-and-integrated-screening/financial-and-integrated-screening-erd.md,markminervini,financial-and-integrated-screening,screeners/markminervini/data_fetching.py; screeners/markminervini/financial_calculators.py; screeners/markminervini/advanced_financial.py; screeners/markminervini/integrated_screener.py,tests/test_markminervini_financial_cache.py; tests/test_markminervini_integrated_ohlcv_cache.py,"Medium fidelity; real and test-backed, but not fully calibrated.",Explicit calibration lineage and cleaner separation of raw metrics vs derived rank semantics.,docs/archive/raw-sources/PRD/VCP & cup and handle/minervini_vcp_cup_handle_quant_screener_prd_v2.md
docs/engines/markminervini/ticker-tracking-and-artifacts/ticker-tracking-and-artifacts-prd.md,markminervini,ticker-tracking-and-artifacts,screeners/markminervini/ticker_tracker.py; utils/market_runtime.py,tests/test_orchestrator_tasks.py; tests/test_markminervini_integrated_ohlcv_cache.py,Medium fidelity; operationally useful but simple.,Richer candidate lineage and state-transition history.,
docs/engines/markminervini/ticker-tracking-and-artifacts/ticker-tracking-and-artifacts-design.md,markminervini,ticker-tracking-and-artifacts,screeners/markminervini/ticker_tracker.py; utils/market_runtime.py,tests/test_orchestrator_tasks.py; tests/test_markminervini_integrated_ohlcv_cache.py,Medium fidelity; operationally useful but simple.,Richer candidate lineage and state-transition history.,
docs/engines/markminervini/ticker-tracking-and-artifacts/ticker-tracking-and-artifacts-technical-specification.md,markminervini,ticker-tracking-and-artifacts,screeners/markminervini/ticker_tracker.py; utils/market_runtime.py,tests/test_orchestrator_tasks.py; tests/test_markminervini_integrated_ohlcv_cache.py,Medium fidelity; operationally useful but simple.,Richer candidate lineage and state-transition history.,
docs/engines/markminervini/ticker-tracking-and-artifacts/ticker-tracking-and-artifacts-runtime-spec.md,markminervini,ticker-tracking-and-artifacts,screeners/markminervini/ticker_tracker.py; utils/market_runtime.py,tests/test_orchestrator_tasks.py; tests/test_markminervini_integrated_ohlcv_cache.py,Medium fidelity; operationally useful but simple.,Richer candidate lineage and state-transition history.,
docs/engines/markminervini/ticker-tracking-and-artifacts/ticker-tracking-and-artifacts-erd.md,markminervini,ticker-tracking-and-artifacts,screeners/markminervini/ticker_tracker.py; utils/market_runtime.py,tests/test_orchestrator_tasks.py; tests/test_markminervini_integrated_ohlcv_cache.py,Medium fidelity; operationally useful but simple.,Richer candidate lineage and state-transition history.,
docs/engines/weinstein-stage2/weinstein-stage2-subsystem-prd.md,weinstein-stage2,,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Timing-state labels and cutoffs are heuristic.; Higher-end state taxonomies in legacy notes exceed current code.,Higher-end target: clearer state machine and richer benchmark-context explanation.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/weinstein-stage2-subsystem-system-design.md,weinstein-stage2,,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Timing-state labels and cutoffs are heuristic.; Higher-end state taxonomies in legacy notes exceed current code.,Higher-end target: clearer state machine and richer benchmark-context explanation.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
docs/engines/weinstein-stage2/weinstein-stage2-runtime-audit.md,weinstein-stage2,,screeners/weinstein_stage2/screener.py,tests/test_weinstein_stage2_screener.py,Timing-state labels and cutoffs are heuristic.; Higher-end state taxonomies in legacy notes exceed current code.,Higher-end target: clearer state machine and richer benchmark-context explanation.,docs/archive/raw-sources/PRD/stage2 analysis/weinstein_stage2_quant_screener_prd.md
